id,age,job,marital,education,gender
805,32,technician,single,secondary,Male
806,55,blue-collar,married,primary,Male
807,36,management,single,tertiary,Female
808,46,technician,married,secondary,Female
809,55,management,divorced,tertiary,Female
810,30,management,single,tertiary,Female
811,54,blue-collar,married,secondary,Female
812,31,management,divorced,tertiary,Female
813,46,technician,single,tertiary,Female
814,61,management,married,secondary,Female
815,58,retired,married,primary,Female
816,38,technician,single,secondary,Female
817,49,technician,married,secondary,Female
818,43,management,single,tertiary,Female
819,52,management,married,tertiary,Female
820,33,self-employed,single,tertiary,Male
821,33,management,married,tertiary,Female
822,53,management,married,tertiary,Female
823,40,admin.,single,tertiary,Female
824,44,self-employed,married,tertiary,Female
825,42,technician,divorced,secondary,Male
826,33,management,single,tertiary,Male
827,53,technician,married,tertiary,Male
828,60,admin.,married,tertiary,Male
829,33,technician,single,secondary,Male
830,37,technician,married,tertiary,Male
831,45,admin.,married,secondary,Male
832,34,technician,single,secondary,Male
833,56,technician,married,tertiary,Male
834,57,technician,divorced,tertiary,Male
835,32,management,single,tertiary,Male
836,50,services,married,secondary,Male
837,30,services,single,tertiary,Male
838,56,admin.,married,secondary,Male
839,55,blue-collar,married,secondary,Male
840,34,self-employed,single,tertiary,Male
841,52,management,married,tertiary,Male
842,32,management,single,tertiary,Male
843,31,self-employed,married,tertiary,Male
844,44,technician,married,secondary,Male
845,33,management,married,tertiary,Male
846,53,blue-collar,married,secondary,Female
847,46,management,single,tertiary,Female
848,46,entrepreneur,married,tertiary,Female
849,59,admin.,married,secondary,Female
850,51,unemployed,married,secondary,Female
851,57,retired,married,primary,Female
852,43,technician,married,secondary,Female
853,48,management,single,tertiary,Female
854,33,housemaid,married,primary,Female
855,59,blue-collar,married,primary,Female
856,58,blue-collar,married,primary,Female
857,32,management,single,tertiary,Female
858,44,management,married,tertiary,Female
859,47,blue-collar,married,unknown,Male
860,34,technician,married,secondary,Female
861,51,retired,married,tertiary,Female
862,60,unknown,married,unknown,Female
863,46,admin.,married,secondary,Female
864,41,technician,married,tertiary,Male
865,34,self-employed,single,secondary,Male
866,31,technician,divorced,tertiary,Male
867,37,management,married,tertiary,Male
868,59,retired,married,secondary,Male
869,55,services,married,unknown,Male
870,33,management,single,tertiary,Male
871,30,technician,married,tertiary,Male
872,36,management,married,tertiary,Male
873,44,management,married,tertiary,Male
874,36,technician,divorced,secondary,Male
875,33,management,single,tertiary,Male
876,36,technician,married,secondary,Male
877,53,blue-collar,married,primary,Male
878,47,admin.,divorced,secondary,Male
879,39,management,married,tertiary,Male
880,35,technician,single,secondary,Male
881,32,management,single,tertiary,Male
882,46,technician,divorced,secondary,Male
883,30,self-employed,married,tertiary,Male
884,36,self-employed,single,tertiary,Male
885,47,admin.,divorced,secondary,Female
886,52,technician,married,secondary,Female
887,43,management,married,tertiary,Female
888,44,technician,single,secondary,Female
889,30,blue-collar,married,secondary,Female
890,32,admin.,married,secondary,Female
891,42,admin.,single,secondary,Female
892,33,services,married,secondary,Female
893,45,admin.,married,secondary,Female
894,45,blue-collar,married,secondary,Female
895,28,student,single,secondary,Female
896,32,technician,single,tertiary,Female
897,28,self-employed,married,secondary,Female
898,44,admin.,divorced,primary,Male
899,51,entrepreneur,married,tertiary,Female
900,56,technician,married,secondary,Female
901,40,technician,divorced,tertiary,Female
902,49,admin.,married,secondary,Female
903,50,management,single,tertiary,Male
904,58,admin.,divorced,secondary,Male
905,37,admin.,married,secondary,Male
906,27,entrepreneur,married,secondary,Male
907,47,management,divorced,tertiary,Male
908,39,admin.,married,secondary,Male
909,43,management,married,secondary,Male
910,34,technician,married,secondary,Male
911,35,management,divorced,tertiary,Male
912,58,management,divorced,tertiary,Male
913,35,management,single,tertiary,Male
914,42,technician,divorced,secondary,Male
915,43,retired,married,secondary,Male
916,34,housemaid,married,secondary,Male
917,35,blue-collar,single,secondary,Male
918,38,admin.,single,secondary,Male
919,39,blue-collar,married,secondary,Male
920,58,retired,divorced,tertiary,Male
921,60,management,married,tertiary,Male
922,56,technician,married,secondary,Male
923,31,management,married,tertiary,Male
924,37,services,married,secondary,Female
925,59,retired,divorced,secondary,Female
926,49,management,married,secondary,Female
927,30,management,single,tertiary,Female
928,31,technician,single,tertiary,Female
929,40,blue-collar,married,secondary,Female
930,43,admin.,married,secondary,Female
931,48,management,married,tertiary,Female
932,34,management,married,tertiary,Female
933,28,self-employed,single,tertiary,Female
934,34,admin.,married,tertiary,Female
935,47,blue-collar,married,secondary,Female
936,59,housemaid,married,tertiary,Female
937,32,blue-collar,single,tertiary,Male
938,31,entrepreneur,single,secondary,Female
939,27,student,single,secondary,Female
940,35,unemployed,single,secondary,Female
941,32,blue-collar,married,secondary,Female
942,57,blue-collar,married,unknown,Male
943,58,management,married,tertiary,Male
944,30,technician,single,secondary,Male
945,37,management,married,secondary,Male
946,44,technician,divorced,secondary,Male
947,57,blue-collar,married,secondary,Male
948,34,blue-collar,married,secondary,Male
949,54,unemployed,single,secondary,Male
950,55,retired,married,secondary,Male
951,59,management,married,tertiary,Male
952,53,retired,married,tertiary,Male
953,37,technician,married,secondary,Male
954,45,entrepreneur,married,secondary,Male
955,49,technician,single,secondary,Male
956,31,blue-collar,single,tertiary,Male
957,31,admin.,single,secondary,Male
958,35,technician,married,secondary,Male
959,37,entrepreneur,divorced,tertiary,Male
960,48,management,married,tertiary,Male
961,39,technician,single,secondary,Male
962,34,management,single,tertiary,Male
963,49,management,married,tertiary,Female
964,41,management,married,tertiary,Female
965,46,management,married,secondary,Female
966,54,management,divorced,tertiary,Female
967,38,technician,married,tertiary,Female
968,39,entrepreneur,married,secondary,Female
969,46,management,married,tertiary,Female
970,58,management,divorced,tertiary,Female
971,32,self-employed,single,tertiary,Female
972,30,admin.,married,secondary,Female
973,51,entrepreneur,married,primary,Female
974,30,management,single,tertiary,Female
975,35,management,divorced,tertiary,Female
976,30,services,single,primary,Male
977,30,self-employed,single,secondary,Female
978,43,management,married,tertiary,Female
979,47,management,married,unknown,Female
980,51,retired,married,tertiary,Female
981,32,services,single,secondary,Male
982,53,unemployed,divorced,secondary,Male
983,33,technician,single,tertiary,Male
984,40,blue-collar,single,secondary,Male
985,42,blue-collar,married,primary,Male
986,46,unemployed,divorced,secondary,Male
987,32,self-employed,single,tertiary,Male
988,38,blue-collar,married,primary,Male
989,32,technician,single,tertiary,Male
990,30,entrepreneur,married,secondary,Male
991,35,technician,married,secondary,Male
992,36,admin.,married,secondary,Male
993,43,self-employed,divorced,secondary,Male
994,42,management,married,tertiary,Male
995,40,management,married,tertiary,Male
996,32,blue-collar,married,secondary,Male
997,32,technician,married,tertiary,Male
998,41,blue-collar,single,secondary,Male
999,34,blue-collar,single,secondary,Male
1000,40,services,single,secondary,Male
1001,32,services,single,tertiary,Male
1002,32,technician,single,secondary,Female
1003,36,self-employed,single,secondary,Female
1004,45,technician,married,secondary,Female
1005,47,self-employed,married,secondary,Female
1006,35,management,divorced,tertiary,Female
1007,36,services,married,secondary,Female
1008,33,technician,married,tertiary,Female
1009,30,blue-collar,married,secondary,Female
1010,32,services,single,secondary,Female
1011,45,entrepreneur,married,tertiary,Female
1012,47,services,married,secondary,Female
1013,46,technician,married,tertiary,Female
1014,39,unemployed,single,tertiary,Female
1015,30,services,married,secondary,Male
1016,45,self-employed,married,secondary,Female
1017,43,blue-collar,married,secondary,Female
1018,53,blue-collar,married,primary,Female
1019,43,technician,married,tertiary,Female
1020,54,management,divorced,secondary,Male
1021,30,blue-collar,single,secondary,Male
1022,30,admin.,married,secondary,Male
1023,36,management,single,tertiary,Male
1024,33,management,married,tertiary,Male
1025,38,entrepreneur,married,tertiary,Male
1026,37,technician,divorced,secondary,Male
1027,32,services,married,secondary,Male
1028,59,technician,divorced,secondary,Male
1029,59,retired,married,secondary,Male
1030,46,admin.,divorced,secondary,Male
1031,32,blue-collar,single,primary,Male
1032,52,entrepreneur,single,tertiary,Male
1033,45,blue-collar,married,primary,Male
1034,52,blue-collar,married,secondary,Male
1035,31,blue-collar,married,tertiary,Male
1036,31,unemployed,married,secondary,Male
1037,39,technician,single,secondary,Male
1038,35,blue-collar,married,secondary,Male
1039,33,services,married,secondary,Male
1040,50,blue-collar,married,primary,Male
1041,36,management,married,tertiary,Female
1042,34,admin.,single,tertiary,Female
1043,46,blue-collar,divorced,primary,Female
1044,47,technician,married,secondary,Female
1045,39,admin.,single,secondary,Female
1046,31,self-employed,single,tertiary,Female
1047,41,management,single,tertiary,Female
1048,59,management,married,tertiary,Female
1049,39,management,divorced,tertiary,Female
1050,48,housemaid,married,primary,Female
1051,50,admin.,married,secondary,Female
1052,31,admin.,single,secondary,Female
1053,30,services,single,secondary,Female
1054,31,management,married,secondary,Male
1055,30,technician,married,secondary,Female
1056,34,blue-collar,single,secondary,Female
1057,53,blue-collar,married,secondary,Female
1058,34,blue-collar,married,primary,Female
1059,57,management,married,tertiary,Male
1060,41,services,single,secondary,Male
1061,40,admin.,married,primary,Male
1062,37,admin.,divorced,secondary,Male
1063,31,management,married,tertiary,Male
1064,58,management,married,tertiary,Male
1065,39,unemployed,married,secondary,Male
1066,47,technician,married,secondary,Male
1067,44,management,married,tertiary,Male
1068,45,technician,married,tertiary,Male
1069,41,entrepreneur,married,primary,Male
1070,33,technician,single,tertiary,Male
1071,30,student,single,tertiary,Male
1072,30,student,single,tertiary,Male
1073,42,management,married,tertiary,Male
1074,49,management,married,tertiary,Male
1075,59,unemployed,single,primary,Male
1076,31,unknown,married,secondary,Male
1077,43,management,married,tertiary,Male
1078,38,management,married,tertiary,Male
